user_id,item_id,rating,user_idx,item_idx
user_1,1720,2.2527822215577684,0,1720
user_1,2025,9.084354645634354,0,2025
user_1,1430,8.463991646271554,0,1430
user_1,2320,3.8577830308906336,0,2320
user_1,2141,9.57517774841165,0,2141
user_1,1672,8.426806906740113,0,1672
user_1,422,6.996761972515357,0,422
user_1,1334,2.0958572001274733,0,1334
user_1,834,5.304106207432651,0,834
user_1,420,5.554967993620758,0,420
user_1,1563,3.092962225288421,0,1563
user_1,2034,1.7196885492337175,0,2034
user_1,1061,7.990512674245235,0,1061
user_1,251,2.098315469119555,0,251
user_1,650,6.348616755055972,0,650
user_1,1915,9.428042564952944,0,1915
user_1,1379,8.884946733382382,0,1379
user_1,1413,3.49977361374335,0,1413
user_1,56,8.663037737961389,0,56
user_1,727,1.0029925550844045,0,727
user_1,1447,1.159190286519315,0,1447
user_1,916,6.4229784745857845,0,916
user_1,785,4.283183972300765,0,785
user_1,643,4.478147570432324,0,643
user_1,1196,6.0799698161099425,0,1196
user_1,218,2.726042100326745,0,218
user_1,1623,2.905798155989305,0,1623
user_1,836,5.361414283169783,0,836
user_1,677,7.788281899094767,0,677
user_1,1755,6.575479762668289,0,1755
user_1,1551,3.67619543413155,0,1551
user_1,1269,4.873034597580291,0,1269
user_1,2112,2.5359828269499856,0,2112
user_1,530,1.6716683290337353,0,530
user_1,1132,8.044264366697343,0,1132
user_1,906,3.388486682693751,0,906
user_1,581,2.5998974906612338,0,581
user_1,642,7.224562500123874,0,642
user_1,1362,6.5624650685846735,0,1362
user_1,1198,6.6987066341211765,0,1198
user_1,486,3.0600514436195225,0,486
user_1,1691,3.093809847064129,0,1691
user_1,1317,2.9872236680707522,0,1317
user_1,636,2.5637733609606506,0,636
user_1,1653,6.901513053054907,0,1653
user_1,528,8.632142967244611,0,528
user_1,211,7.518857227089951,0,211
user_1,1054,8.128842703844889,0,1054
user_2,1908,8.772772791669544,1,1908
user_2,225,1.990569557810037,1,225
user_2,805,9.32542457808713,1,805
user_2,2055,6.684791635746024,1,2055
user_2,2209,1.4895167367008006,1,2209
user_2,1690,6.798310512857304,1,1690
user_2,41,9.768228887302804,1,41
user_2,497,1.6282058915316604,1,497
user_2,2031,5.992189388020777,1,2031
user_2,868,7.730149147834352,1,868
user_2,2253,8.292327280295781,1,2253
user_2,148,4.724447187887162,1,148
user_2,1639,2.837499032514187,1,1639
user_2,1494,1.3810805089514546,1,1494
user_2,1217,6.217535413875023,1,1217
user_2,1034,5.076199632408497,1,1034
user_2,292,9.5386995563474,1,292
user_2,915,1.545444169434188,1,915
user_2,718,7.168558091014051,1,718
user_2,1118,1.2246959990805144,1,1118
user_2,2328,2.5429075903948846,1,2328
user_2,1295,5.082210999305508,1,1295
user_2,1728,5.093851985225814,1,1728
user_2,585,7.171304886402795,1,585
user_2,2261,9.19191731380981,1,2261
user_2,2318,6.751289430234287,1,2318
user_2,2193,9.58181588066358,1,2193
user_2,1484,8.934540758901978,1,1484
user_2,33,6.2604981597771125,1,33
user_2,577,8.504127558269445,1,577
user_2,968,6.783198492912707,1,968
user_2,2297,1.7070204783135443,1,2297
user_2,486,7.66508250933559,1,486
user_2,955,1.854175971406116,1,955
user_2,537,6.346745025127412,1,537
user_2,1516,7.3237618527240596,1,1516
user_2,291,1.5987484738976971,1,291
user_2,1315,3.077151885338786,1,1315
user_2,1853,9.241050090354848,1,1853
user_2,1316,6.546830430096067,1,1316
user_2,1849,3.216574169294784,1,1849
user_2,1792,7.21611794033206,1,1792
user_2,1635,6.370987779655207,1,1635
user_2,1532,5.514181299261535,1,1532
user_3,2241,2.682382864973022,2,2241
user_3,2209,5.007466222882341,2,2209
user_3,763,5.393057890903615,2,763
user_3,468,8.317565174927081,2,468
user_3,141,1.893066364851821,2,141
user_3,1282,4.857798512876785,2,1282
user_3,76,6.656519532125835,2,76
user_3,1285,2.9364005946165,2,1285
user_3,1038,6.647211088894655,2,1038
user_3,1167,9.312983537946874,2,1167
user_3,1402,9.977663180554075,2,1402
user_3,1789,1.2920596911160813,2,1789
user_3,159,3.1202940542020974,2,159
user_3,2262,3.792764042125277,2,2262
user_3,2214,4.592134904004695,2,2214
user_3,392,3.1803144182629066,2,392
user_3,408,2.831391950997813,2,408
user_3,352,9.5909845817575,2,352
user_3,683,9.266694424934661,2,683
user_3,2021,1.4229325090280573,2,2021
user_3,639,4.049317194443633,2,639
user_3,1892,4.64633698310566,2,1892
user_3,1000,3.1511308119934904,2,1000
user_3,101,6.65985607289358,2,101
user_3,585,6.7634267197981695,2,585
user_3,1768,8.654538054957374,2,1768
user_3,1168,7.667823415466961,2,1168
user_3,251,5.8831599426936005,2,251
user_3,1572,6.882280930399779,2,1572
user_3,276,3.4658990338871627,2,276
user_3,1891,6.337505709706219,2,1891
user_3,321,5.403045292749273,2,321
user_3,1355,2.200100205847334,2,1355
user_3,682,3.1828984892467367,2,682
user_3,2065,3.625241056494274,2,2065
user_3,1250,9.318786103473021,2,1250
user_4,1693,8.729574250728342,3,1693
user_4,305,6.659858299719747,3,305
user_4,4,7.865631121118311,3,4
user_4,1910,7.887434717052613,3,1910
user_4,1408,4.206353039136632,3,1408
user_4,1918,3.4667487607689615,3,1918
user_4,1335,8.210476604576428,3,1335
user_4,1837,4.394609126058191,3,1837
user_4,1578,9.130024058704347,3,1578
user_4,390,1.6272162705710767,3,390
user_4,1920,1.5239576086780569,3,1920
user_4,134,9.343037440912674,3,134
user_4,2320,6.8360942276329135,3,2320
user_4,665,4.4163942080349905,3,665
user_5,1981,8.409417878032949,4,1981
user_5,882,8.91457293975296,4,882
user_5,2147,5.389469814838325,4,2147
user_5,468,6.6757257147668545,4,468
user_5,2065,1.7156774196684887,4,2065
user_5,1477,5.392344018535749,4,1477
user_5,2099,2.393341793845617,4,2099
user_5,320,4.326788058602693,4,320
user_5,553,3.9637478157813937,4,553
user_5,1987,4.811865195173573,4,1987
user_5,2164,6.144729561767193,4,2164
user_5,903,9.125889823566963,4,903
user_5,2223,4.550361682127548,4,2223
user_5,624,9.830180761403957,4,624
user_5,1935,7.8312524324608255,4,1935
user_5,772,5.603329421095449,4,772
user_5,431,6.796237934007497,4,431
user_6,1656,1.8879163905952816,5,1656
user_6,1915,6.571837857440077,5,1915
user_6,755,2.293224465355605,5,755
user_6,53,5.70135937570121,5,53
user_6,1102,1.0649795230334598,5,1102
user_6,1009,3.8493671357138206,5,1009
user_6,202,7.094716513053899,5,202
user_6,2329,5.356350462050636,5,2329
user_6,261,9.804425373990894,5,261
user_6,1932,8.866934164595897,5,1932
user_7,1350,5.868752553230202,6,1350
user_7,623,9.031046231987276,6,623
user_7,1772,7.119869591153922,6,1772
user_7,632,7.479903079294519,6,632
user_7,40,1.7647285368902437,6,40
user_7,733,1.9586047332862129,6,733
user_7,1866,2.1461389873829675,6,1866
user_7,1015,9.139391502948934,6,1015
user_7,537,5.73264672637432,6,537
user_7,1646,8.12417586753692,6,1646
user_7,1724,2.037621338952402,6,1724
user_7,346,9.348784349577354,6,346
user_7,2271,8.39027882347489,6,2271
user_7,873,3.022877302978205,6,873
user_7,1144,8.86764009964558,6,1144
user_7,169,3.3709848345712836,6,169
user_7,1963,2.8480589140515087,6,1963
user_7,205,3.378195431309911,6,205
user_7,1680,9.189595569453484,6,1680
user_7,1789,9.240327869633825,6,1789
user_7,27,3.9609619721917193,6,27
user_7,1697,7.348907665850962,6,1697
user_7,1305,7.081707296477649,6,1305
user_7,264,8.25906368917363,6,264
user_7,114,3.6685855012791797,6,114
user_7,1480,5.591246877193617,6,1480
user_7,56,7.009065559074582,6,56
user_7,1593,1.2363113692891545,6,1593
user_7,129,4.390648707978592,6,129
user_7,1124,7.26299521910712,6,1124
user_7,544,3.2733558380722005,6,544
user_7,1232,9.619336963058386,6,1232
user_7,1204,1.2714523435615506,6,1204
user_7,2316,9.622784688286806,6,2316
user_7,808,2.9508748120936,6,808
user_7,279,1.4393983773283299,6,279
user_7,2142,3.6322662990120174,6,2142
user_8,210,5.494641052422201,7,210
user_8,461,5.27255006743435,7,461
user_8,1074,1.9901911869232898,7,1074
user_8,1880,6.038569860255926,7,1880
user_8,923,3.222248455979114,7,923
user_8,1469,9.794307995203653,7,1469
user_8,778,8.169228460136326,7,778
user_8,784,4.716928541735989,7,784
user_8,1727,2.3620713282237973,7,1727
user_8,1327,8.067985220249057,7,1327
user_8,1924,2.098483903731844,7,1924
user_8,280,2.7040037814736344,7,280
user_8,536,2.9036846596980466,7,536
user_8,2019,6.012015744457849,7,2019
user_8,1912,8.083509885913298,7,1912
user_8,859,3.82883390852223,7,859
user_8,534,1.7620283284776046,7,534
user_8,600,5.1808461717197725,7,600
user_8,1814,7.732992170439419,7,1814
user_8,42,2.9949745877864946,7,42
user_8,150,2.979320932354368,7,150
user_9,525,4.6053042158783,8,525
user_9,1446,5.3453574491537,8,1446
user_9,1871,4.201186509049369,8,1871
user_9,698,3.899013363722243,8,698
user_9,1032,7.177779045978777,8,1032
user_9,840,2.942797578935397,8,840
user_9,830,7.384516707260159,8,830
user_9,903,9.415397767516575,8,903
user_9,775,6.08677769059976,8,775
user_9,1819,6.502908130655267,8,1819
user_9,354,1.6203943191168018,8,354
user_9,923,8.780292132560454,8,923
user_9,1991,3.56903008479879,8,1991
user_9,942,6.535460489757083,8,942
user_9,996,9.812009527703221,8,996
user_9,1653,6.3595234051552705,8,1653
user_9,1867,7.522385387179398,8,1867
user_9,317,5.007876564013767,8,317
user_9,1791,1.5432925916355162,8,1791
user_9,259,8.178394145408095,8,259
user_9,964,1.314989571375871,8,964
user_9,364,7.305920459990687,8,364
user_9,894,1.2062941583467324,8,894
user_9,2309,8.760747129190035,8,2309
user_9,447,2.4187243224968253,8,447
user_9,493,5.62844345898296,8,493
user_9,1305,6.374356340348326,8,1305
user_9,2239,5.117908666360709,8,2239
user_9,1542,4.0668714041399845,8,1542
user_9,385,5.2103286656287455,8,385
user_9,1468,3.8027417849304284,8,1468
user_9,803,4.943101123727768,8,803
user_9,2238,4.230216918982276,8,2238
user_9,171,6.095843411564307,8,171
user_9,496,3.141317460204851,8,496
user_9,794,9.897908994226112,8,794
user_9,1040,5.50782958043949,8,1040
user_9,146,2.747458696730587,8,146
user_9,1820,5.293600746105453,8,1820
user_9,1792,8.797736165723418,8,1792
user_9,1190,1.1962611381195605,8,1190
user_9,1019,7.115987071965599,8,1019
user_9,104,5.931710171145353,8,104
user_9,2228,2.52602194933122,8,2228
user_9,1165,8.357287953744287,8,1165
user_10,1297,3.7384718515539026,9,1297
user_10,66,1.2705248098179864,9,66
user_10,854,1.3264591122099159,9,854
user_10,703,9.575135443746216,9,703
user_10,1619,6.139833480876286,9,1619
user_10,212,3.759834892857561,9,212
user_10,1411,4.408071946359261,9,1411
user_10,1104,7.433586359605218,9,1104
user_10,2023,4.298654831991583,9,2023
user_10,91,3.0498436278395946,9,91
user_10,516,1.9165360743981945,9,516
user_10,894,7.560397105462334,9,894
user_10,237,2.6250851500770227,9,237
user_10,1081,1.6268344293366783,9,1081
user_10,1508,4.842590009468292,9,1508
user_10,925,1.356138656302184,9,925
user_10,2232,9.684982525085982,9,2232
user_10,1776,6.645636708173558,9,1776
user_10,1811,2.374271294019047,9,1811
user_10,1808,2.5520867780361476,9,1808
user_10,2032,6.128456322455609,9,2032
user_10,680,4.209091816040143,9,680
user_10,1559,7.9684006976894235,9,1559
user_10,1245,5.91225837057025,9,1245
user_10,1675,4.900004879724472,9,1675
user_10,253,9.666822232587444,9,253
user_10,830,4.516561505887201,9,830
user_10,285,4.605498314176092,9,285
user_10,1400,6.991951789547102,9,1400
user_10,223,8.285307257099515,9,223
user_10,1,6.635934917726908,9,1
user_10,646,7.287491998489856,9,646
user_11,847,2.4550961177417134,10,847
user_11,1375,6.500470265124678,10,1375
user_11,1100,6.996351723952338,10,1100
user_11,2067,7.026374949193857,10,2067
user_11,1202,2.982586242598325,10,1202
user_11,158,6.3580456650011685,10,158
user_11,739,9.148658183725846,10,739
user_11,54,4.178688406866888,10,54
user_11,456,2.896902393776597,10,456
user_11,1928,7.949345644186858,10,1928
user_11,1680,2.5919464614350627,10,1680
user_11,1048,3.2837384835540275,10,1048
user_11,1840,1.9057995488076624,10,1840
user_11,2099,3.4108688446720237,10,2099
user_11,508,4.693015595934805,10,508
user_11,121,1.57742075748692,10,121
user_11,2163,8.845380198075706,10,2163
user_11,1925,5.623073129950171,10,1925
user_11,1310,6.292932686996774,10,1310
user_11,2025,4.34157180790109,10,2025
user_11,1470,7.0285170659852065,10,1470
user_11,1508,4.886035622659277,10,1508
user_11,1553,7.8518239708532045,10,1553
user_11,419,8.392619291638665,10,419
user_11,662,7.046642006978705,10,662
user_11,1530,5.422020572568075,10,1530
user_11,1998,8.040424155420048,10,1998
user_11,1806,5.448567802643642,10,1806
user_11,778,2.003589139326119,10,778
user_11,465,2.0470620091969556,10,465
user_11,631,9.53724825669701,10,631
user_11,137,2.922067076120885,10,137
user_11,1668,8.343324919197787,10,1668
user_11,31,3.2203486654752567,10,31
user_11,1609,4.877020844711348,10,1609
user_11,2110,6.894533008883297,10,2110
user_11,454,2.429804556063137,10,454
user_11,1914,7.635218395274897,10,1914
user_11,1227,7.209216753008844,10,1227
user_11,1845,5.8877460019520464,10,1845
user_11,225,6.093007804381892,10,225
user_11,1220,1.9519461416943136,10,1220
user_11,345,4.9235423539161,10,345
user_11,1591,1.7791425582186213,10,1591
user_11,19,3.7707696193015954,10,19
user_11,1578,9.102809269815701,10,1578
user_11,851,6.170800604993128,10,851
